geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
57602,-9.411884879988037,-36.62383876640353,palmeira dos índios,AL
30662,-19.9864289866698,-44.04015354094288,belo horizonte,MG
38442,-18.641533281097075,-48.20906344172399,araguari,MG
98900,-27.854923639996045,-54.45461279312048,santa rosa,RS
58135,-7.014656098162526,-35.85718485275619,esperanca,PB
35182,-19.58160234389437,-42.64392110162103,timóteo,MG
78746,-16.497972000000004,-54.6482925,rondonopolis,MT
74330,-16.733060416093398,-49.30813806318768,goiania,GO
25240,-22.61947245494681,-43.30981509136779,duque de caxias,RJ
6660,-23.5500881708192,-46.9598518500666,itapevi,SP
37501,-22.42929790854652,-45.43781552683722,itajuba,MG
45051,-14.844112287548713,-40.85872259362418,vitoria da conquista,BA
83025,-25.56014570921557,-49.21078370399467,são josé dos pinhais,PR
65067,-2.512374221621816,-44.24402722233256,sao luis,MA
76829,-8.770454594115453,-63.83773852775815,porto velho,RO
38412,-18.94190296783673,-48.31223760476991,uberlandia,MG
4546,-23.597408357204664,-46.68223464363205,sao paulo,SP
17930,-21.386115262030348,-51.58073841286507,tupi paulista,SP
4078,-23.607957417253445,-46.65793901868805,sao paulo,SP
18136,-23.55799949486411,-47.14660542783773,sao roque,SP
20975,-22.894773390789968,-43.25096933611285,rio de janeiro,RJ
90520,-30.012450474609008,-51.17264427462639,porto alegre,RS
5060,-23.52625177667204,-46.70749703834674,sao paulo,SP
69313,2.84847139423172,-60.71751985164903,boa vista,RR
18611,-22.879874933666105,-48.43803572231519,botucatu,SP
87208,-23.66779255519141,-52.61200523373356,cianorte,PR
18140,-23.531552095082507,-47.141025348643126,são roque,SP
14150,-21.210434446306984,-47.61217973712106,serrana,SP
3262,-23.589792639188648,-46.54896928074324,sao paulo,SP
22221,-22.93130461143172,-43.18137193297363,rio de janeiro,RJ
36400,-20.679199952970983,-43.77474412128761,conselheiro lafaiete,MG
4161,-23.629041534277786,-46.61703149278664,são paulo,SP
25575,-22.765477228633344,-43.33167617446626,são joão de meriti,RJ
21230,-22.82369905024437,-43.31877427016664,rio de janeiro,RJ
37120,-21.5467158870499,-45.73084489109649,paraguacu,MG
35590,-20.022113256519344,-45.539229733419816,lagoa da prata,MG
28924,-22.86023113031298,-41.997439057997695,cabo frio,RJ
79670,-21.25425345562653,-52.03826798451712,brasilandia,MS
13480,-22.58081601735962,-47.39878589649064,limeira,SP
69901,-9.96038203595558,-67.79858060113216,rio branco,AC
48970,-10.458997787141632,-40.18556609515552,senhor do bonfim,BA
36180,-21.27270087424533,-43.176832075214286,rio pomba,MG
35501,-20.156184166439605,-44.899032181322816,divinopolis,MG
9510,-23.61370995030638,-46.57155940715119,sao caetano do sul,SP
18890,-23.45361731652991,-49.39960542609023,taguai,SP
15290,-21.068064551065632,-50.13798279311664,buritama,SP
16240,-21.63530076986789,-50.50294245526808,santópolis do aguapeí,SP
3167,-23.55643146211553,-46.5970012076,sao paulo,SP
20760,-22.875385614849787,-43.28335515313305,rio de janeiro,RJ
15703,-20.289623012069352,-50.53814271970018,jales,SP
14804,-21.76862893907002,-48.19530598370241,araraquara,SP
95340,-28.73731070547633,-51.69990071235054,nova bassano,RS
23055,-22.91363871135092,-43.576692756333166,rio de janeiro,RJ
13550,-22.12740634069851,-47.6612836903122,analandia,SP
9781,-23.72923511659628,-46.53848036049423,são bernardo do campo,SP
95520,-29.887420798344053,-50.26937456476664,osorio,RS
25250,-22.58240450715856,-43.30769167911315,duque de caxias,RJ
31130,-19.89652523090765,-43.94647409606157,belo horizonte,MG
22411,-22.9836004565756,-43.19771453427779,rio de janeiro,RJ
18650,-22.746681070809625,-48.567056838790855,sao manuel,SP
39473,-16.042146600041324,-43.55337281099699,cacarema,MG
87020,-23.41831040885568,-51.93565111382084,maringa,PR
58070,-7.147919923394333,-34.880992538576955,joao pessoa,PB
58038,-7.101031945322874,-34.83601878934155,joao pessoa,PB
17380,-22.286208310577628,-48.12109479739166,brotas,SP
83601,-25.458541607734933,-49.52616012180386,campo largo,PR
18108,-23.47631472502367,-47.40531579248343,sorocaba,SP
2942,-23.474916534277792,-46.724982600611696,sao paulo,SP
23065,-22.89000427232996,-43.63663825248558,rio de janeiro,RJ
2672,-23.461575024698497,-46.66632719095159,são paulo,SP
40730,-12.9376541961266,-38.45162158837981,salvador,BA
7261,-23.45267762792554,-46.40008501386321,guarulhos,SP
88040,-27.59653411615472,-48.528316890419546,florianopolis,SC
28300,-21.21695133226505,-41.878399648827305,itaperuna,RJ
4137,-23.61117366388716,-46.6209741268394,sao paulo,SP
74343,-16.73101658857657,-49.30118534230269,goiania,GO
61760,-3.870016604281927,-38.4656681632683,eusebio,CE
16020,-21.22510938995326,-50.44533015015293,araçatuba,SP
7810,-23.319648709897766,-46.76770662192329,franco da rocha,SP
14800,-21.80835047596235,-48.17709860728414,araraquara,SP
90010,-30.03484596020908,-51.23804533640522,porto alegre,RS
7140,-23.43095572522938,-46.49976297016561,guarulhos,SP
76200,-16.44129131697143,-51.12264076180791,iporá,GO
3525,-23.55209160782504,-46.51459027061566,são paulo,SP
13056,-22.971784119073515,-47.14163575395099,campinas,SP
20710,-22.90797136164807,-43.28061081098164,rio de janeiro,RJ
14409,-20.48860169293817,-47.40223825165464,franca,SP
5888,-23.67535061004675,-46.78985256841134,sao paulo,SP
35540,-20.701593781420875,-44.81823479192383,oliveira,MG
41820,-12.981185675543909,-38.4538444149402,salvador,BA
26574,-22.776377412131865,-43.40249554800695,mesquita,RJ
22411,-22.9799818312442,-43.203719087484,rio de janeiro,RJ
19050,-22.140052447642194,-51.40616850750184,presidente prudente,SP
3928,-23.607603922009343,-46.49729037468981,sao paulo,SP
6850,-23.716361147931213,-46.85135860491085,itapecerica da serra,SP
85650,-25.818765385114865,-53.48269167430737,santa izabel do oeste,PR
30730,-19.906301415103474,-43.9854103372484,belo horizonte,MG
13770,-21.53291399999999,-46.63980225,caconde,SP
35020,-18.86352411555992,-41.94082229880211,governador valadares,MG
12301,-23.26229458378024,-45.94152730129341,jacarei,SP
38640,-16.222396313521468,-46.00315679709768,riachinho,MG
91180,-30.00341953621104,-51.1086997142651,porto alegre,RS
7272,-23.46957310130417,-46.42562781196261,guarulhos,SP
35519,-19.87923429871207,-44.98215102276132,nova serrana,MG
12061,-23.00535965200941,-45.555147719208605,taubate,SP
13560,-22.01526770392093,-47.89835843539474,sao carlos,SP
94820,-29.986129728246365,-51.08494381343129,alvorada,RS
5458,-23.5372984365803,-46.71892114738294,sao paulo,SP
21530,-22.828750796814727,-43.353071056350565,rio de janeiro,RJ
21755,-22.88744675160132,-43.42025516680133,rio de janeiro,RJ
70804,-15.793881516244392,-47.84747756203472,brasília,DF
41760,-12.991812066333893,-38.44663059048414,salvador,BA
32020,-19.92866459089388,-44.09107776095563,contagem,MG
15240,-20.91229204406987,-49.77860122540301,nipoa,SP
25011,-22.79834865487945,-43.31395852302165,duque de caxias,RJ
90480,-30.023153917277487,-51.17645362046276,porto alegre,RS
79150,-21.63873662894346,-55.161343015349615,maracaju,MS
22610,-22.99528663670716,-43.27213469663575,rio de janeiro,RJ
15700,-20.264751814118576,-50.5343694759725,jales,SP
92020,-29.921878708292496,-51.17538888525007,canoas,RS
13338,-23.09159402844007,-47.18698821480451,indaiatuba,SP
25070,-22.78715179449721,-43.30625912794845,duque de caxias,RJ
21310,-22.88037549653755,-43.33558083527612,rio de janeiro,RJ
13466,-22.75185542164495,-47.32911704954826,americana,SP
38840,-18.99540361139471,-46.31276831257225,carmo do paranaiba,MG
87013,-23.423858905934647,-51.93771893121133,maringa,PR
4250,-23.621612510964265,-46.59726086081136,sao paulo,SP
45065,-14.880887041231048,-40.86887947284021,vitoria da conquista,BA
13423,-22.774139221137386,-47.58886668908684,piracicaba,SP
13301,-23.26172587036237,-47.287422688809926,itu,SP
31130,-19.894574943389635,-43.94823831141436,belo horizonte,MG
43700,-12.781097434358603,-38.39317536871719,simoes filho,BA
8090,-23.477607890097488,-46.42198385374221,sao paulo,SP
19570,-22.211783819718462,-51.30069607252671,regente feijo,SP
39403,-16.762904528997666,-43.86896234110449,montes claros,MG
5360,-23.56557583902704,-46.74309336095557,sao paulo,SP
2043,-23.49533893377784,-46.61471125689937,são paulo,SP
6775,-23.63947557902161,-46.80208735195194,taboao da serra,SP
35600,-19.744606182032133,-45.26077799110766,bom despacho,MG
17064,-22.303316555658075,-49.08567678005075,bauru,SP
29845,-18.54030950908724,-40.29908555959432,boa esperanca,ES
25212,-22.674788891784942,-43.24995937216615,duque de caxias,RJ
86430,-23.292327426155857,-50.080144899541565,santo antonio da platina,PR
11085,-23.947840037191977,-46.36872400331822,santos,SP
5308,-23.528087904812665,-46.74475687440136,sao paulo,SP
28026,-21.780497210514977,-41.3300835556036,campos dos goytacazes,RJ
95900,-29.46340082602284,-51.96377116973832,lajeado,RS
36515,-21.162150788894035,-42.80112218701217,guidoval,MG
13465,-22.746741223700177,-47.34246086081134,americana,SP
30510,-19.93578879519556,-43.98865930253561,belo horizonte,MG
2450,-23.498628736886147,-46.63755414931621,sao paulo,SP
72161,-15.825076121756766,-48.09022687668846,brasilia,DF
85853,-25.56014121281052,-54.57374577516014,foz do iguacu,PR
3186,-23.56726954731953,-46.5841802514571,sao paulo,SP
5889,-23.670927870102176,-46.79269461948181,sao paulo,SP
21331,-22.87154617262972,-43.36854121870851,rio de janeiro,RJ
69099,-3.0400319999999468,-59.94897649999996,manaus,AM
92310,-29.909151340178006,-51.18830938099085,canoas,RS
91740,-30.117320916314824,-51.2071428710522,porto alegre,RS
38020,-19.751920477074705,-47.943863474445344,uberaba,MG
37584,-22.15943297199289,-46.04248713002635,congonhal,MG
29850,-18.37723502501093,-40.827052500463154,ecoporanga,ES
78550,-11.854693695495088,-55.50185523199451,sinop,MT
35500,-20.171931100573524,-44.8490308131239,divinopolis,MG
18016,-23.499523886120592,-47.42394499077556,sorocaba,SP
41225,-12.93357697381794,-38.46090519738178,salvador,BA
9521,-23.610924,-46.57534148167813,sao caetano do sul,SP
57100,-9.53908085792999,-35.81130499229268,rio largo,AL
3105,-23.553853239800333,-46.62039193450283,são paulo,SP
88058,-27.442367496537543,-48.40907243880201,florianopolis,SC
76916,-11.176171242482576,-61.9048762914376,presidente medici,RO
3441,-23.546539519014352,-46.53581703344109,sao paulo,SP
66015,-1.4509574999999932,-48.50042175,belem,PA
6253,-23.495823953921217,-46.80196588080665,osasco,SP
96810,-29.71121930475659,-52.430482051569065,santa cruz do sul,RS
27281,-22.495187954757927,-44.10195008228983,volta redonda,RJ
96310,-32.028430713116734,-53.39162319419603,herval,RS
37810,-21.30312849821404,-46.79752274409489,guaranesia,MG
23070,-22.89228347100233,-43.57963467346645,rio de janeiro,RJ
4240,-23.62324043967923,-46.58491676624416,sao paulo,SP
23575,-22.90719625515516,-43.68714461527889,rio de janeiro,RJ
89281,-26.24207140184925,-49.3662664365898,são bento do sul,SC
8080,-23.48932054731954,-46.43091553719199,sao paulo,SP
18030,-23.50590292645274,-47.46270406757463,sorocaba,SP
18602,-22.894728990969945,-48.444129120084845,botucatu,SP
85890,-25.0301384301864,-54.24141277320504,missal,PR
13186,-22.883412356754032,-47.20863821431758,hortolandia,SP
8673,-23.540779711416945,-46.31659752219736,suzano,SP
57540,-9.118185299007378,-37.7231695259358,mata grande,AL
9780,-23.71509507913488,-46.53429590308037,sao bernardo do campo,SP
6260,-23.49820950764605,-46.78964941326677,osasco,SP
12244,-23.19853075714124,-45.93509208909914,sao jose dos campos,SP
3112,-23.55710906050551,-46.60454216472388,são paulo,SP
85988,-24.69902842012221,-54.24299067822463,entre rios do oeste,PR
60526,-3.752567535095156,-38.59550214766408,fortaleza,CE
37420,-21.84974278579793,-45.29986971980233,cambuquira,MG
72813,-16.234607503265902,-47.94682163265032,luziania,GO
4253,-23.61217732584107,-46.59736315029714,sao paulo,SP
22745,-22.93626407216228,-43.337709067863095,rio de janeiro,RJ
88790,-28.477540489784168,-48.770009957627735,laguna,SC
17213,-22.31267264548188,-48.57640017985329,jau,SP
37056,-21.574864484297763,-45.42504096281782,varginha,MG
79003,-20.466372928126194,-54.60095005329215,campo grande,MS
5564,-23.60319525368307,-46.789330168421145,sao paulo,SP
78031,-15.605794045903725,-56.113943145392966,cuiaba,MT
9530,-23.616038446295068,-46.57658848991619,sao caetano do sul,SP
1419,-23.55763202415024,-46.6628128477696,são paulo,SP
78700,-16.4671207013676,-54.62113400389514,rondonopolis,MT
1233,-23.53254317790984,-46.66017564418031,são paulo,SP
35932,-19.848006090135595,-43.17552572874694,joao monlevade,MG
4023,-23.59491958006812,-46.64288995989381,sao paulo,SP
21321,-22.887086147937715,-43.371616876088034,rio de janeiro,RJ
29345,-21.046416643973146,-40.83183911845136,marataizes,ES
13481,-22.60830607239273,-47.42151481442654,limeira,SP
78520,-9.950744835129605,-54.90729154729408,guarantã do norte,MT
23968,-22.962581917146224,-44.4400666676364,angra dos reis,RJ
6310,-23.51341800278423,-46.8365837861514,carapicuiba,SP
36950,-19.800819904648367,-41.71910719373913,ipanema,MG
5885,-23.67677652283572,-46.787701002265095,sao paulo,SP
25685,-22.50942797240961,-43.17657267131603,petropolis,RJ
38400,-18.92089678434992,-48.27347672078597,uberlandia,MG
28625,-22.28840886747847,-42.53683374617246,nova friburgo,RJ
68627,-3.017170598653753,-47.35054196219558,paragominas,PA
78335,-9.45554092854625,-59.22013846445304,colniza,MT
28460,-21.413523484975507,-42.19725269523461,miracema,RJ
89560,-27.00386076913115,-51.13470352104088,videira,SC
13309,-23.26845813956239,-47.2935903522852,itu,SP
16250,-21.55550324485622,-50.441775028663145,clementina,SP
93212,-29.810276619342403,-51.16901323697294,sapucaia do sul,RS
30150,-19.93739789731084,-43.93118295669117,belo horizonte,MG
8420,-23.548200401610018,-46.4236608506838,sao paulo,SP
57038,-9.63402780884881,-35.70172467510152,maceió,AL
17760,-21.7669755821428,-50.959672044897815,inubia paulista,SP
11701,-24.00554027638904,-46.425726128839,praia grande,SP
17990,-21.318182333857155,-51.83135541642363,pauliceia,SP
30210,-19.944982079375627,-43.91971465139368,belo horizonte,MG
83707,-25.54006448973951,-49.36154967565072,araucaria,PR
99890,-27.631144842378387,-51.80105078818321,maximiliano de almeida,RS
48450,-11.104338712824038,-38.515794178549406,cipo,BA
8390,-23.635044586733216,-46.44361280835593,são paulo,SP
37200,-21.24673513266778,-44.98687114738296,lavras,MG
99460,-28.5258072790664,-52.99380746346766,colorado,RS
85803,-24.996114,-53.46002025,cascavel,PR
89113,-26.932547252597665,-48.95691757514654,gaspar,SC
2721,-23.50251824508045,-46.675707658203,sao paulo,SP
79052,-20.49864299900232,-54.58943700049884,campo grande,MS
58301,-7.132106935511317,-34.98114615274517,santa rita,PB
8040,-23.50462211878932,-46.444611168619,são paulo,SP
72318,-15.862636745028066,-48.08460584659179,brasilia,DF
88380,-26.77007227876064,-48.68314458616236,balneário piçarras,SC
75064,-16.291462261591295,-48.96633583060182,anápolis,GO
74290,-16.704319905440627,-49.28072064885296,goiania,GO
94451,-30.079845756704017,-51.0612713230578,viamao,RS
4675,-23.671217325292808,-46.69832291964342,sao paulo,SP
27265,-22.51926196947312,-44.114644309740896,volta redonda,RJ
19970,-22.793168757300847,-50.21792616058439,palmital,SP
21810,-22.88098864028517,-43.45394989301168,rio de janeiro,RJ
13212,-23.1850146605682,-46.97046043686786,jundiai,SP
12237,-23.248428024698505,-45.918144497778286,sao jose dos campos,SP
8020,-23.504916216486805,-46.445472419095154,sao paulo,SP
69047,-3.057292623925205,-60.04634332944774,manaus,AM
36770,-21.38728844761365,-42.69171913950485,cataguases,MG
97105,-29.706739886394,-53.72381360806852,santa maria,RS
43850,-12.518890766353168,-38.48806550777716,sao sebastiao do passe,BA
17208,-22.272633,-48.56028318304575,jaú,SP
8725,-23.55431147317801,-46.18280923002057,mogi das cruzes,SP
14850,-21.34876279604216,-48.0863745920843,pradopolis,SP
85015,-25.40707466002068,-51.469942375642106,guarapuava,PR
58053,-7.155113846240394,-34.85240744379366,joao pessoa,PB
24240,-22.898913463788965,-43.09265249999999,niteroi,RJ
35582,-20.37283242123401,-45.65948126251678,pains,MG
38700,-18.58678616770409,-46.51182854336,patos de minas,MG
36400,-20.67036281998453,-43.76986675369085,conselheiro lafaiete,MG
4302,-23.62273347792723,-46.63916941326679,sao paulo,SP
39690,-17.843743643254218,-42.07855052501573,malacacheta,MG
8900,-23.411854445467103,-46.0343837828207,guararema,SP
58807,-6.772122376283155,-38.24014971703772,sousa,PB
4293,-23.622431201366727,-46.61261725904329,sao paulo,SP
4334,-23.66205379655492,-46.63608009714924,são paulo,SP
12903,-22.93538780322004,-46.56724035498297,bragança paulista,SP
13070,-22.899021338882807,-47.08366771510182,campinas,SP
35502,-20.143676063682097,-44.91986156368208,divinopolis,MG
35970,-19.948403368518104,-43.48680159986293,barao de cocais,MG
72225,-15.808977801241651,-48.12147650561209,brasilia,DF
6273,-23.499954997381423,-46.76692042707511,osasco,SP
27120,-22.457065131221505,-43.80066494794893,barra do pirai,RJ
13606,-22.358040338882805,-47.33094831043338,araras,SP
36152,-21.5366353637632,-43.19691531879825,goiana,MG
4014,-23.58484809714923,-46.644344177765625,são paulo,SP
91330,-30.03251458673322,-51.16069426409479,porto alegre,RS
15110,-20.78802621777544,-49.23069766333158,guapiacu,SP
37902,-20.732202314636904,-46.60814039348272,passos,MG
87025,-23.391047412530867,-51.92577775000544,maringa,PR
13476,-22.746603457123857,-47.25809163350449,americana,SP
36784,-21.316584586205288,-42.81129468455651,dona euzebia,MG
49027,-10.942297535634117,-37.06502091465175,aracaju,SE
8430,-23.52246952761269,-46.42749062323272,são paulo,SP
36200,-21.23547722645258,-43.775483904005135,barbacena,MG
12212,-23.1617217013421,-45.91032226698018,sao jose dos campos,SP
13092,-22.89551491173757,-47.02784732598529,campinas,SP
75690,-17.747012465115507,-48.63197162743493,caldas novas,GO
38407,-18.91540298261333,-48.2065533277981,uberlandia,MG
39873,-17.070261318770385,-40.71950056397592,machacalis,MG
74934,-16.763153877577974,-49.32047433666056,aparecida de goiania,GO
70380,-15.823246500000003,-47.92265775,brasilia,DF
33600,-19.617207930031714,-44.0530774620021,pedro leopoldo,MG
37137,-21.410212136727463,-45.9485365846222,alfenas,MG
25946,-22.53119379238857,-42.97961458677186,guapimirim,RJ
29830,-18.69658418368548,-40.401854177872345,nova venecia,ES
39600,-16.85095269886297,-42.05621961717909,aracuai,MG
78240,-15.756887999999948,-58.98271399999996,porto esperidiao,MT
4961,-23.7378844899017,-46.79171113572268,são paulo,SP
77895,-6.375760494986186,-47.6615027200662,nazare,TO
29170,-20.15135919207676,-40.26595231210682,serra,ES
88930,-28.92534409784267,-49.67921001340693,turvo,SC
90230,-30.0126797396561,-51.21129717236993,porto alegre,RS
3504,-23.54026803857696,-46.53728464695027,sao paulo,SP
86430,-23.29543565459468,-50.07958115417818,santo antonio da platina,PR
6786,-23.629078728836067,-46.81152060782504,taboão da serra,SP
7192,-23.45148372948619,-46.50799860005292,guarulhos,SP
41810,-12.993660502914182,-38.45391229294825,salvador,BA
74083,-16.686935394512954,-49.251966504425766,goiânia,GO
74423,-16.676994503153157,-49.314808421078,goiânia,GO
12233,-23.24232105828381,-45.88205144838129,sao jose dos campos,SP
36240,-21.462232964730443,-43.55569555114898,santos dumont,MG
18214,-23.578947582327423,-48.02489484017369,itapetininga,SP
17205,-22.294479824311853,-48.57115923827113,jau,SP
16402,-21.67335233611285,-49.72822429447746,lins,SP
5076,-23.522463094090817,-46.71143126686476,sao paulo,SP
4890,-23.82618499417161,-46.731493592561606,sao paulo,SP
13660,-21.86895332463772,-47.457340049373,porto ferreira,SP
27283,-22.49872852761269,-44.09006231848346,volta redonda,RJ
20231,-22.911184769283413,-43.18627522693397,rio de janeiro,RJ
89520,-27.2828207149576,-50.58611622814357,curitibanos,SC
25900,-22.65173679163069,-43.04421018138575,magé,RJ
83206,-25.526515082133404,-48.52514753245549,paranaguá,PR
3938,-23.59521575214959,-46.50600857216227,sao paulo,SP
18260,-23.176631391593084,-48.11643265618234,porangaba,SP
30320,-19.976616879277447,-43.94253679032253,belo horizonte,MG
8452,-23.53984195836461,-46.39389804454958,sao paulo,SP
28053,-21.749114212586232,-41.34868825814528,campos dos goytacazes,RJ
45300,-13.030183244365135,-39.59797943543194,amargosa,BA
84275,-24.252247611372702,-51.676062527951466,harmonia,PR
89900,-26.736668612816707,-53.52166504010617,sao miguel do oeste,SC
3730,-23.511723401610013,-46.54181881779098,sao paulo,SP
97070,-29.702919331121187,-53.81741018388245,santa maria,RS
96740,-30.10115120641725,-51.7312775715037,arroio dos ratos,RS
4015,-23.58573159562001,-46.64025857063306,sao paulo,SP
87980,-22.73015798013188,-52.88238351986812,itauna do sul,PR
8470,-23.598393066333884,-46.39867642131685,sao paulo,SP
25850,-22.15569375159259,-43.2909973486586,paraiba do sul,RJ
1314,-23.55643647071386,-46.64698166472388,são paulo,SP
13807,-22.41325367277396,-46.96010031917596,mogi mirim,SP
28820,-22.613598464733528,-42.40819594229109,silva jardim,RJ
72925,-15.705057229778244,-48.27981719019313,aguas lindas de goias,GO
32040,-19.91692216847327,-44.070286526649454,contagem,MG
8502,-23.54015711518264,-46.3581284454671,ferraz de vasconcelos,SP
35430,-20.418370774960003,-42.91618563687822,ponte nova,MG
37500,-22.426022097902635,-45.45343860838943,itajuba,MG
90620,-30.05680341825844,-51.19377736831317,porto alegre,RS
30520,-19.937297095475785,-44.02083848834323,belo horizonte,MG
58302,-7.154116031160276,-34.962141171966714,santa rita,PB
5856,-23.65230362170351,-46.782496220785966,sao paulo,SP
29190,-19.8204345077172,-40.27331096407461,aracruz,ES
5405,-23.55925330496024,-46.68029661309511,são paulo,SP
63490,-5.450569875956081,-38.46530385038242,jaguaribara,CE
39690,-17.835386134462333,-42.07476041172729,malacacheta,MG
22220,-22.92522593421437,-43.17837489078998,rio de janeiro,RJ
11740,-24.175268180654125,-46.78393912182627,itanhaem,SP
6767,-23.62283430030584,-46.78714113197528,taboao da serra,SP
58340,-7.100654712093934,-35.22948377879414,sape,PB
4821,-23.73078392906708,-46.68387076103866,sao paulo,SP
96330,-32.23456833698293,-53.077822140409545,arroio grande,RS
36301,-21.128424905072468,-44.24867114599798,sao joao del rei,MG
14051,-21.157884,-47.8372275,ribeirão preto,SP
3324,-23.55076108465575,-46.56481702914189,são paulo,SP
25935,-22.707857674324767,-43.161141748829166,mage,RJ
39403,-16.7539383075192,-43.87449230682671,montes claros,MG
19015,-22.11798384530973,-51.40129221717992,presidente prudente,SP
76821,-8.733692218856469,-63.86694595680567,porto velho,RO
25070,-22.779578231912115,-43.30362610099052,duque de caxias,RJ
89694,-26.84921067578238,-52.25940005399308,faxinal dos guedes,SC
32143,-19.910012527656946,-44.033895862193766,contagem,MG
3979,-23.61745121065843,-46.508555713572605,sao paulo,SP
32603,-19.963118126839404,-44.20726257077728,betim,MG
13212,-23.18544289931961,-46.96452955802009,jundiai,SP
13274,-22.97222351467938,-46.97351914612648,valinhos,SP
5815,-23.667417,-46.7379,são paulo,SP
82510,-25.38748505419496,-49.23392983661189,curitiba,PR
38660,-15.635611916621494,-46.42722639063541,buritis,MG
97542,-29.78751386307652,-55.80293835531209,alegrete,RS
26323,-22.72870711935441,-43.56036566696515,queimados,RJ
7063,-23.460003052455424,-46.56245146433721,guarulhos,SP
2513,-23.511266927001014,-46.65365386525476,sao paulo,SP
6865,-23.75529155000536,-46.78479374264265,itapecerica da serra,SP
88058,-27.44645313044608,-48.40903290758261,florianopolis,SC
80060,-25.42993023925207,-49.26325073604941,curitiba,PR
20241,-22.91825609853421,-43.18373511379766,rio de janeiro,RJ
5858,-23.68356087370886,-46.79774030780767,sao paulo,SP
83701,-25.59893144255497,-49.3909678539423,araucaria,PR
6385,-23.54488983253885,-46.8439570001402,carapicuiba,SP
75830,-17.557854664116853,-52.56495217497498,mineiros,GO
3924,-23.59679613765943,-46.50811226741303,sao paulo,SP
78360,-13.648930570893064,-57.88866754538779,campo novo do parecis,MT
68675,-2.0471530010281933,-47.56159358003783,mãe do rio,PA
96170,-31.37514854912684,-51.96022370974809,sao lourenco do sul,RS
25715,-22.470594931635688,-43.15426334399782,petropolis,RJ
35420,-20.367367177073124,-43.42374106745907,mariana,MG
13157,-22.64485981163644,-47.20892620952386,cosmopolis,SP
30494,-19.96806725728547,-43.95464217291818,belo horizonte,MG
39705,-18.540260516969724,-42.75132883486059,são joão evangelista,MG
56550,-8.9488089483747,-37.41860633972488,itaiba,PE
55590,-8.397679076317209,-35.063268805297504,ipojuca,PE
38183,-19.5945127841967,-46.93071175532584,araxa,MG
21331,-22.874026924779315,-43.369853192740585,rio de janeiro,RJ
1409,-23.557727074383973,-46.65545213587043,sao paulo,SP
36640,-21.8659064642226,-42.99216784795976,mar de espanha,MG
94110,-29.9120581470945,-51.0648413366611,gravatai,RS
86210,-23.25091895747286,-50.96945503080758,jataizinho,PR
14600,-20.58192758503992,-47.85543741852175,sao joaquim da barra,SP
18274,-23.364354107328406,-47.84274291857816,tatui,SP
28630,-22.24300140723044,-42.53771902522588,nova friburgo,RJ
26070,-22.714639239645905,-43.42719317878596,nova iguacu,RJ
28400,-21.63395538768909,-41.76731534687551,sao fidelis,RJ
30360,-19.96904160421836,-43.94868902360199,belo horizonte,MG
37950,-20.890830475658355,-47.00137895188452,sao sebastiao do paraiso,MG
95010,-29.171785334559143,-51.19915624762092,caxias do sul,RS
3591,-23.549920847625376,-46.47837635581969,sao paulo,SP
89178,-27.36903584012023,-49.89224421870753,braco do trombudo,SC
96212,-32.052790154679144,-52.12921344277155,rio grande,RS
89205,-26.306903556754595,-48.82843479433323,joinville,SC
24452,-22.82023502086988,-43.01486381456321,sao goncalo,RJ
38082,-19.75788144546709,-47.89993088773156,uberaba,MG
1234,-23.53650257063305,-46.66333765543304,sao paulo,SP
3707,-23.507222668330545,-46.54373357576896,sao paulo,SP
4508,-23.589251517629364,-46.6715131917883,sao paulo,SP
69301,2.8145663994351664,-60.673190261075874,boa vista,RR
60767,-3.82053147377229,-38.58199526894222,fortaleza,CE
97050,-29.69527148359836,-53.793202191989344,santa maria,RS
32017,-19.9106042355046,-44.09019550705265,contagem,MG
31540,-19.82030796058631,-43.98632255551384,belo horizonte,MG
31910,-19.86426241993188,-43.91550804662705,belo horizonte,MG
19801,-22.672130862085258,-50.40930112948952,assis,SP
25086,-22.787957630987304,-43.29355157360288,duque de caxias,RJ
17210,-22.27860124701369,-48.52439890980433,jau,SP
45810,-16.44146032369524,-39.06771563236953,porto seguro,BA
21862,-22.86435188530345,-43.46300740439825,rio de janeiro,RJ
99042,-28.247040430320062,-52.437980756923245,passo fundo,RS
90130,-30.050580594494843,-51.22475909908247,porto alegre,RS
74605,-16.673404434068487,-49.243764045186815,goiania,GO
13660,-21.8589094347662,-47.49125790237802,porto ferreira,SP
13320,-23.20352761143172,-47.29236559270582,salto,SP
37490,-21.89407189798332,-45.595665803152365,sao goncalo do sapucai,MG
62766,-4.261889999999937,-38.93053999999995,guaramiranga,CE
6864,-23.74818110221243,-46.795316803324,itapecerica da serra,SP
3278,-23.582095208436726,-46.54364002345774,sao paulo,SP
5404,-23.5679472603439,-46.690577874545575,são paulo,SP
6246,-23.498424926604766,-46.80368627935566,osasco,SP
75701,-18.172122667983505,-47.95147546647336,catalao,GO
23575,-22.880958527064426,-43.66127243213689,rio de janeiro,RJ
36081,-21.74494928504241,-43.380469534970274,juiz de fora,MG
4433,-23.68586424424374,-46.65588125575625,sao paulo,SP
89130,-26.911148227886752,-49.25264802806439,indaial,SC
7786,-23.3311417917602,-46.82668292891627,cajamar,SP
72210,-15.812889950215686,-48.10078833748069,brasilia,DF
